experience,productivity
19.322033898305083,10.34578992864268
4.406779661016949,49.38331215298666
17.966101694915253,28.38648072847245
2.711864406779661,37.37567596982172
12.88135593220339,62.78127018752415
8.135593220338983,74.51194929744977
16.271186440677965,41.04465738635338
16.94915254237288,38.25137668379964
3.0508474576271185,43.99178763031807
6.440677966101695,61.808542375045064
0.3389830508474576,13.309342927124316
16.610169491525422,39.64036281499698
1.694915254237288,32.264961498732156
12.54237288135593,60.13935626568295
13.220338983050848,72.14871610849491
1.3559322033898304,24.291877088600867
13.898305084745761,61.80364763018073
18.983050847457626,18.708005547921697
12.203389830508474,61.19928998580859
6.779661016949152,56.95155417471425
10.169491525423728,70.93345238193795
0.6779661016949152,6.38622017181606
8.813559322033898,75.07389607814912
7.796610169491525,58.417506477238454
11.525423728813559,73.73821133637318
0,9.945074544121475
11.864406779661017,63.521844374823004
14.576271186440678,58.60371346767746
5.762711864406779,60.86944872424953
17.627118644067796,27.443181145996355
4.067796610169491,46.800617587231855
7.11864406779661,62.43378535861904
20,4.6296889103121925
7.4576271186440675,65.45082894784424
13.559322033898304,63.49620046918801
9.152542372881356,64.89068228494243
19.66101694915254,4.566174399560456
15.59322033898305,51.216130910570456
2.0338983050847457,31.95816805414961
15.932203389830509,43.01402189048443
11.1864406779661,70.79504268960001
1.0169491525423728,25.53130253458363
8.47457627118644,65.59567856944952
17.28813559322034,37.23424058398581
18.64406779661017,27.484810939514514
14.23728813559322,58.07468101434299
14.915254237288135,50.82504586653729
6.101694915254237,72.99307292503568
5.084745762711864,45.356083762267325
10.508474576271187,66.90685859234448
15.254237288135592,46.477394024831554
10.847457627118644,69.33102265913419
9.83050847457627,67.96275514955359
3.389830508474576,45.46449852279585
18.305084745762713,33.00832675675681
5.423728813559322,53.55269518244863
2.3728813559322033,29.640883271117985
3.7288135593220337,45.137217968201554
4.745762711864407,49.22520410401336
9.491525423728813,69.64466980099135
