advertising,item_1,item_2,item_3,item_4
75.17241379310344,153.70684431782487,15.787933163640178,80.89180149544585,23.549489310870968
19.310344827586206,29.96666228841128,-24.145150576892018,28.996284798630263,98.04409088261392
10,-4.936944528133914,-0.4304634279074331,45.44641078977419,122.21315326476412
41.03448275862069,74.5726816197048,-20.38848814341985,56.44907261403184,57.9244509987076
78.27586206896552,161.43257674693302,51.310877171194036,64.096141300313107,30.84285397414621
72.06896551724138,152.83020609047168,35.391043203690955,28.978839789212387,54.45328181590085
93.79310344827586,185.10476918197014,-9.78972311583409,27.720782979159946,36.97736173611324
59.6551724137931,112.11387420283779,19.708499757880563,85.54308307044695,62.139983906423154
68.9655172413793,157.58957797231628,55.935603129575384,42.38600498065075,15.077278771743483
90.6896551724138,183.3844957148697,19.061625391826794,52.62915382275642,12.07489082513157
84.48275862068965,173.62535940607873,58.201711159394264,22.659013685545577,9.270548891978748
34.827586206896555,70.42389837642385,38.40040338493619,24.40921962830032,75.68884413346022
22.413793103448278,54.49773665906244,-9.109964673105468,20.112603067523512,84.90823849696773
65.86206896551724,125.80220637555956,-9.989009342779994,75.69587572057875,30.26694104349643
31.724137931034484,57.683396181033245,1.5861039129255623,50.398942835205425,77.90775900301867
81.37931034482759,170.66759174590376,74.84719901444429,52.849709352529345,45.69062500085836
56.55172413793103,119.52695380922336,-13.380810021732735,96.9420758146088,57.06988060688238
28.620689655172413,56.28477298221019,44.608225017783674,48.693336891247974,91.5296175002458
53.44827586206897,113.04418209884955,13.126026948685334,34.469243693242575,64.85506322025849
87.58620689655173,171.21072888563228,3.8660537261484116,38.266576028245375,18.27158152690029
100,201.44494550896675,5.434439559727746,41.67467529473789,28.05307663437579
16.20689655172414,34.80345645179315,-32.75906542407564,61.49406705405503,126.25383264978518
44.13793103448276,79.17796982445425,0.8432122737530587,44.40474401326449,83.62530449335114
96.89655172413794,189.16046220818097,17.282454223155085,38.28370965366299,27.125815752185005
47.241379310344826,82.93253617083803,-18.088746455266765,25.105276964232658,75.45062619531434
62.758620689655174,119.35174801431234,1.9589874537817291,60.36258483040619,44.767617868522684
50.3448275862069,104.00929030776993,9.830796873254629,74.23490770896964,59.61332678478147
37.93103448275862,77.2765561326534,7.174053149601104,39.582502245124914,71.15073427976394
13.10344827586207,18.66291597132684,-5.339765243441006,64.43218545788686,105.9802287756793
25.517241379310345,55.99627967871106,-10.419843731770122,61.558758308460455,72.25895170403027
